100 5014
47 21 80
47 23 18
47 25 15
47 26 66
47 27 100
47 29 43
47 30 84
47 31 42
47 32 12
47 34 92
47 37 66
47 38 81
47 41 59
47 44 77
47 46 26
47 48 26
47 50 65
47 55 38
47 56 100
47 58 53
47 59 77
47 62 41
47 64 35
47 65 74
47 67 47
47 68 12
47 72 25
47 74 41
47 75 49
47 77 19
47 78 22
47 81 24
47 83 59
47 84 34
47 85 62
47 86 64
47 87 72
47 90 96
47 92 19
47 93 27
47 100 14
48 1 31
48 2 20
48 3 87
48 4 94
48 5 46
48 6 35
48 7 27
48 9 68
48 12 88
48 15 48
48 19 45
48 20 86
48 21 53
48 22 55
48 23 39
48 27 76
48 28 27
48 30 48
48 31 21
48 32 55
48 34 82
48 37 81
48 38 25
48 39 81
48 40 16
48 41 90
48 44 47
48 45 53
48 47 23
48 52 24
48 53 26
48 54 65
48 63 31
48 66 54
48 69 79
48 70 19
48 71 69
48 73 67
48 74 12
48 75 50
48 76 74
48 78 82
48 82 45
48 84 93
48 85 19
48 86 37
48 90 66
48 92 96
48 93 99
48 94 99
48 96 48
48 99 91
49 3 24
49 5 42
49 7 55
49 9 90
49 11 85
49 15 99
49 17 77
49 18 76
49 22 60
49 23 16
49 28 26
49 30 50
49 32 80
49 33 70
49 34 30
49 36 100
49 38 100
49 39 85
49 41 60
49 42 74
49 44 75
49 47 61
49 51 44
49 53 89
49 54 78
49 57 19
49 59 16
49 60 86
49 63 50
49 65 32
49 67 50
49 68 22
49 75 47
49 76 39
49 83 93
49 86 64
49 88 99
49 94 11
49 95 22
49 96 73
49 99 95
50 5 22
50 6 89
50 9 92
50 11 50
50 12 90
50 13 63
50 14 90
50 15 52
50 18 27
50 19 33
50 22 20
50 24 39
50 25 18
50 27 82
50 30 13
50 31 77
50 35 71
50 40 100
50 42 91
50 43 58
50 44 10
50 45 51
50 48 44
50 49 33
50 51 24
50 54 94
50 55 25
50 56 80
50 60 72
50 62 10
50 64 45
50 65 40
50 71 40
50 72 20
50 78 55
50 81 40
50 85 87
50 86 72
50 88 21
50 91 15
50 92 63
50 94 72
50 96 84
50 98 39
50 99 58
50 100 43
51 2 35
51 3 100
51 4 96
51 5 25
51 7 74
51 8 37
51 14 96
51 15 75
51 16 29
51 17 10
51 19 39
51 20 74
51 23 53
51 24 85
51 26 30
51 27 12
51 28 39
51 29 39
51 30 23
51 31 25
51 32 31
51 34 52
51 36 19
51 38 -1
51 39 14
51 41 58
51 42 18
51 43 38
51 44 63
51 45 37
51 48 35
51 50 23
51 53 17
51 54 96
51 59 96
51 60 73
51 64 80
51 65 14
51 66 18
51 68 81
51 69 18
51 71 89
51 73 72
51 75 13
51 78 76
51 79 57
51 81 34
51 82 49
51 92 95
51 93 75
51 99 72
51 100 72
52 1 97
52 2 57
52 5 29
52 6 37
52 8 84
52 10 -1
52 12 18
52 13 60
52 17 59
52 18 12
52 20 37
52 23 92
52 26 25
52 27 56
52 29 16
52 31 27
52 32 67
52 33 82
52 34 61
52 35 20
52 39 47
52 42 25
52 45 28
52 46 97
52 47 67
52 48 27
52 50 24
52 51 -1
52 55 83
52 59 15
52 61 20
52 63 24
52 67 20
52 68 67
52 75 96
52 79 16
52 80 100
52 82 37
52 83 23
52 84 76
52 85 86
52 87 15
52 91 14
52 95 10
52 98 21
52 99 63
52 100 93
53 2 96
53 3 29
53 5 70
53 6 46
53 7 14
53 8 54
53 9 75
53 12 97
53 14 52
53 15 92
53 18 33
53 19 18
53 22 62
53 26 60
53 27 57
53 28 61
53 29 90
53 30 79
53 31 -1
53 34 85
53 36 95
53 37 16
53 38 19
53 40 -1
53 42 36
53 43 93
53 51 42
53 54 84
53 56 50
53 57 81
53 60 34
53 62 94
53 63 78
53 64 85
53 69 95
53 72 84
53 74 81
53 80 72
53 88 80
53 90 67
53 91 75
53 93 31
53 94 28
53 96 78
53 98 13
53 100 65
54 3 -1
54 5 66
54 6 13
54 7 83
54 9 65
54 10 84
54 12 48
54 14 94
54 15 67
54 19 77
54 20 92
54 24 67
54 25 28
54 28 61
54 31 19
54 35 83
54 37 29
54 38 51
54 39 88
54 43 87
54 48 10
54 49 73
54 50 95
54 55 68
54 56 23
54 57 74
54 58 57
54 61 66
54 62 42
54 63 42
54 70 31
54 75 -1
54 76 47
54 81 83
54 83 38
54 85 67
54 86 54
54 89 28
54 90 50
54 93 22
54 96 42
54 97 88
54 99 20
54 100 88
55 4 73
55 5 33
55 6 100
55 7 99
55 16 65
55 20 50
55 23 88
55 25 61
55 26 21
55 27 47
55 28 50
55 31 57
55 34 89
55 35 68
55 36 10
55 37 81
55 38 91
55 39 62
55 41 31
55 43 12
55 46 60
55 48 41
55 49 25
55 50 35
55 53 86
55 54 43
55 56 86
55 57 25
55 58 20
55 60 51
55 63 16
55 64 51
55 71 40
55 73 56
55 78 85
55 79 58
55 81 99
55 82 37
55 84 92
55 85 39
55 87 12
55 91 11
55 92 50
55 94 68
55 95 23
55 98 84
55 100 -1
56 1 27
56 2 65
56 3 54
56 7 95
56 8 44
56 9 79
56 11 68
56 12 13
56 13 89
56 14 75
56 16 47
56 17 29
56 18 96
56 19 47
56 21 17
56 27 93
56 28 97
56 31 26
56 32 51
56 33 93
56 34 71
56 36 41
56 38 39
56 40 96
56 42 15
56 44 43
56 45 64
56 46 63
56 49 48
56 51 89
56 53 47
56 58 52
56 59 33
56 60 65
56 61 97
56 64 74
56 65 75
56 67 26
56 68 95
56 71 17
56 73 45
56 74 40
56 75 67
56 77 12
56 78 87
56 79 87
56 80 -1
56 82 87
56 83 91
56 89 18
56 90 87
56 96 27
56 99 -1
57 1 60
57 2 71
57 3 40
57 4 16
57 8 38
57 11 59
57 14 13
57 16 35
57 17 43
57 18 86
57 21 23
57 23 59
57 25 72
57 26 30
57 27 69
57 28 17
57 29 51
57 30 92
57 32 33
57 35 93
57 43 94
57 45 10
57 46 25
57 47 60
57 48 14
57 49 48
57 50 98
57 52 52
57 53 31
57 55 90
57 58 77
57 59 37
57 60 71
57 61 38
57 62 65
57 65 17
57 66 34
57 70 61
57 79 80
57 82 66
57 83 64
57 84 81
57 85 28
57 88 53
57 89 81
57 90 31
57 91 80
57 92 51
57 94 34
57 95 12
57 97 50
57 98 76
57 99 25
57 100 95
58 1 25
58 2 72
58 4 25
58 7 63
58 11 36
58 12 68
58 14 97
58 16 10
58 19 36
58 21 70
58 22 32
58 26 43
58 28 59
58 30 40
58 33 64
58 36 42
58 37 73
58 38 12
58 41 57
58 47 12
58 48 51
58 49 75
58 51 29
58 52 86
58 53 43
58 54 68
58 56 76
58 59 92
58 62 47
58 66 67
58 68 19
58 70 55
58 71 13
58 72 59
58 73 10
58 78 97
58 79 75
58 83 33
58 85 35
58 86 95
58 88 55
58 89 33
58 90 15
58 91 80
58 92 30
58 98 71
58 100 66
59 3 48
59 4 23
59 6 84
59 7 88
59 9 89
59 11 50
59 12 42
59 15 87
59 18 24
59 19 49
59 22 86
59 24 15
59 27 96
59 28 56
59 29 34
59 31 11
59 32 28
59 39 63
59 41 51
59 44 34
59 46 44
59 48 99
59 49 43
59 50 17
59 54 98
59 60 28
59 62 52
59 63 68
59 64 73
59 67 15
59 68 46
59 69 46
59 70 93
59 71 23
59 75 63
59 76 11
59 77 53
59 80 88
59 82 53
59 84 76
59 85 96
59 87 21
59 88 -1
59 89 28
59 90 56
59 91 50
59 93 38
59 94 26
59 96 98
59 97 54
59 99 39
59 100 46
60 1 39
60 3 25
60 4 90
60 5 16
60 6 91
60 8 47
60 9 24
60 12 22
60 13 31
60 14 54
60 15 53
60 16 55
60 17 79
60 23 57
60 24 66
60 25 96
60 26 39
60 31 66
60 32 42
60 33 48
60 34 78
60 36 55
60 37 25
60 38 11
60 46 90
60 47 10
60 50 60
60 53 66
60 54 63
60 59 33
60 61 35
60 62 19
60 63 11
60 64 52
60 69 98
60 70 48
60 71 60
60 73 55
60 74 94
60 76 12
60 77 19
60 78 69
60 81 16
60 83 77
60 84 36
60 85 32
60 86 28
60 87 85
60 88 34
60 90 58
60 91 22
60 95 79
60 96 16
60 97 86
60 98 54
60 99 73
60 100 76
61 3 43
61 5 24
61 6 76
61 8 37
61 9 24
61 10 45
61 11 27
61 13 37
61 14 23
61 18 65
61 20 89
61 22 42
61 23 20
61 26 26
61 27 37
61 28 98
61 31 42
61 33 41
61 34 22
61 35 17
61 36 79
61 39 34
61 41 23
61 42 37
61 51 62
61 54 17
61 56 83
61 59 43
61 62 19
61 63 72
61 65 12
61 69 88
61 70 33
61 71 76
61 72 88
61 73 90
61 74 89
61 78 58
61 79 58
61 84 12
61 85 68
61 86 26
61 87 91
61 88 10
61 89 98
61 91 69
62 2 87
62 3 16
62 4 71
62 5 44
62 8 77
62 10 53
62 12 23
62 14 81
62 15 43
62 16 93
62 23 -1
62 24 81
62 28 57
62 29 55
62 30 49
62 31 97
62 33 39
62 38 99
62 42 66
62 44 14
62 45 12
62 48 72
62 49 46
62 54 85
62 56 62
62 59 42
62 61 90
62 63 16
62 66 27
62 69 69
62 70 37
62 73 67
62 75 15
62 76 35
62 78 12
62 80 42
62 81 62
62 82 44
62 84 14
62 85 11
62 88 47
62 89 77
62 90 77
62 98 30
62 99 32
63 1 71
63 5 76
63 7 46
63 8 19
63 10 35
63 16 40
63 17 60
63 22 13
63 24 30
63 26 44
63 27 80
63 29 83
63 30 52
63 31 61
63 33 40
63 35 18
63 38 62
63 41 86
63 42 90
63 44 -1
63 45 77
63 46 63
63 50 54
63 51 52
63 52 69
63 54 56
63 58 22
63 59 97
63 60 81
63 61 76
63 62 47
63 64 79
63 67 80
63 68 71
63 69 33
63 73 59
63 78 80
63 82 19
63 84 49
63 86 84
63 88 14
63 89 33
63 90 72
63 96 90
63 99 87
63 100 12
64 2 49
64 4 64
64 7 74
64 8 90
64 9 52
64 13 76
64 14 47
64 15 24
64 16 68
64 18 39
64 20 81
64 22 71
64 23 99
64 24 12
64 26 -1
64 29 65
64 30 21
64 31 55
64 32 30
64 33 95
64 35 76
64 36 22
64 37 92
64 38 35
64 40 80
64 41 37
64 45 -1
64 46 10
64 48 58
64 51 35
64 52 47
64 54 78
64 56 31
64 57 69
64 58 52
64 59 35
64 60 52
64 61 45
64 62 82
64 65 69
64 67 72
64 68 57
64 69 -1
64 72 25
64 74 90
64 75 15
64 76 22
64 78 44
64 79 44
64 80 34
64 81 81
64 83 87
64 86 13
64 88 58
64 90 98
64 95 59
64 100 60
65 1 18
65 3 18
65 4 64
65 5 16
65 6 17
65 7 15
65 8 74
65 10 53
65 12 81
65 13 12
65 16 72
65 17 65
65 20 34
65 23 15
65 25 90
65 28 99
65 30 73
65 31 22
65 34 54
65 36 34
65 37 92
65 40 41
65 41 29
65 42 33
65 43 42
65 46 86
65 48 73
65 51 62
65 53 62
65 57 15
65 58 13
65 60 64
65 61 95
65 62 -1
65 66 32
65 68 34
65 70 80
65 72 86
65 73 38
65 74 88
65 75 82
65 77 37
65 78 89
65 79 80
65 80 96
65 81 99
65 84 37
65 86 93
65 89 14
65 90 14
65 91 68
65 92 77
65 93 19
65 94 41
65 95 10
65 96 61
65 100 29
66 1 31
66 2 12
66 3 57
66 5 33
66 6 35
66 7 84
66 8 89
66 10 85
66 11 76
66 13 40
66 14 24
66 16 65
66 18 16
66 20 53
66 21 70
66 22 59
66 27 50
66 28 87
66 30 48
66 34 17
66 36 78
66 38 27
66 40 69
66 42 49
66 43 35
66 45 91
66 46 16
66 52 28
66 55 72
66 56 16
66 58 15
66 63 45
66 65 61
66 67 37
66 69 21
66 72 44
66 73 91
66 75 53
66 76 63
66 77 22
66 80 53
66 81 73
66 82 37
66 83 67
66 84 79
66 85 11
66 87 35
66 88 52
66 89 22
66 92 80
66 93 96
66 94 -1
66 95 79
66 96 17
66 97 95
66 98 90
67 2 73
67 3 10
67 4 67
67 6 53
67 12 46
67 13 83
67 15 18
67 16 12
67 17 61
67 20 70
67 29 85
67 31 16
67 32 43
67 35 38
67 40 80
67 41 23
67 42 99
67 43 42
67 44 -1
67 49 60
67 54 95
67 55 22
67 56 89
67 57 13
67 58 79
67 61 58
67 70 22
67 71 76
67 72 67
67 73 57
67 74 84
67 76 36
67 77 58
67 79 46
67 80 68
67 81 64
67 82 59
67 83 72
67 84 25
67 85 87
67 90 17
67 93 32
67 94 73
67 95 58
67 96 16
67 97 62
67 99 21
67 100 43
68 2 26
68 3 91
68 5 91
68 6 57
68 7 66
68 8 20
68 12 66
68 14 28
68 16 86
68 21 73
68 24 81
68 25 30
68 26 77
68 31 27
68 32 62
68 36 62
68 38 75
68 39 50
68 41 58
68 42 33
68 44 14
68 45 22
68 47 86
68 48 86
68 50 46
68 52 51
68 53 88
68 56 37
68 58 66
68 63 30
68 71 54
68 73 91
68 74 65
68 80 82
68 81 83
68 82 61
68 85 24
68 86 69
68 87 16
68 88 25
68 90 31
68 91 79
68 93 89
68 94 28
68 98 28
69 1 87
69 5 59
69 7 40
69 9 47
69 11 36
69 14 55
69 15 46
69 18 26
69 19 48
69 20 52
69 24 46
69 25 40
69 29 24
69 31 83
69 35 28
69 36 24
69 37 17
69 45 80
69 46 46
69 47 93
69 48 86
69 49 28
69 52 62
69 54 76
69 55 42
69 60 67
69 64 32
69 65 92
69 66 18
69 67 63
69 70 73
69 71 67
69 75 51
69 76 14
69 78 83
69 80 67
69 83 14
69 85 59
69 86 20
69 88 36
69 89 80
69 90 79
69 91 51
69 93 22
69 94 90
69 95 35
69 96 48
69 97 17
69 98 37
69 99 45
70 1 53
70 3 56
70 4 75
70 6 56
70 7 63
70 9 42
70 10 23
70 11 17
70 13 15
70 14 33
70 15 67
70 16 97
70 17 55
70 21 85
70 22 77
70 23 61
70 26 74
70 27 25
70 29 23
70 31 89
70 33 -1
70 34 74
70 36 21
70 40 27
70 46 91
70 53 42
70 55 11
70 56 97
70 57 91
70 58 97
70 59 51
70 60 45
70 62 61
70 63 54
70 66 82
70 67 99
70 71 77
70 73 57
70 77 24
70 80 98
70 81 23
70 85 60
70 86 64
70 89 90
70 92 58
70 100 15
71 1 51
71 2 83
71 4 86
71 7 58
71 8 99
71 9 21
71 14 51
71 16 -1
71 20 68
71 21 46
71 22 78
71 23 89
71 34 69
71 39 63
71 40 75
71 41 55
71 45 17
71 46 69
71 47 93
71 48 80
71 53 17
71 56 82
71 58 32
71 61 55
71 62 94
71 63 99
71 64 33
71 65 55
71 70 72
71 72 68
71 73 11
71 75 83
71 78 83
71 79 42
71 81 58
71 83 40
71 85 78
71 86 65
71 87 -1
71 89 32
71 90 93
71 91 75
71 93 19
71 94 92
71 96 12
71 97 50
71 99 43
72 1 26
72 6 92
72 7 15
72 8 45
72 9 59
72 10 23
72 13 36
72 14 41
72 15 99
72 16 39
72 17 66
72 18 36
72 19 -1
72 20 94
72 22 64
72 24 57
72 25 51
72 27 12
72 29 92
72 34 89
72 36 11
72 37 36
72 39 55
72 40 100
72 42 11
72 43 97
72 45 87
72 46 62
72 48 100
72 50 36
72 53 61
72 63 60
72 70 100
72 71 -1
72 76 56
72 78 78
72 80 11
72 81 21
72 82 30
72 84 81
72 86 40
72 87 53
72 89 65
72 90 20
72 91 37
72 92 90
72 94 100
72 95 30
72 98 62
72 100 74
73 3 35
73 4 84
73 5 40
73 7 29
73 9 42
73 10 94
73 12 56
73 13 27
73 14 99
73 16 30
73 18 21
73 19 91
73 21 87
73 24 42
73 25 89
73 27 89
73 28 56
73 31 89
73 32 66
73 33 34
73 35 47
73 37 92
73 38 94
73 40 53
73 41 100
73 42 79
73 45 87
73 46 94
73 47 80
73 49 96
73 50 80
73 51 38
73 52 69
73 55 44
73 57 31
73 60 38
73 61 55
73 63 39
73 64 74
73 68 71
73 70 36
73 72 12
73 75 36
73 78 12
73 79 12
73 81 83
73 84 92
73 86 55
73 90 57
73 91 32
73 92 17
73 96 12
74 3 63
74 8 13
74 11 61
74 13 38
74 15 88
74 16 20
74 18 68
74 19 93
74 21 -1
74 24 10
74 30 90
74 32 85
74 34 77
74 35 53
74 38 45
74 39 91
74 44 55
74 46 81
74 52 71
74 53 30
74 56 39
74 58 78
74 65 39
74 67 66
74 68 63
74 72 38
74 73 24
74 75 19
74 78 65
74 81 39
74 82 57
74 87 17
74 88 46
74 93 65
74 94 73
74 98 97
75 2 87
75 9 71
75 10 39
75 13 44
75 20 20
75 22 51
75 23 26
75 24 64
75 25 67
75 28 85
75 31 89
75 35 60
75 36 12
75 38 58
75 39 67
75 40 79
75 41 69
75 42 74
75 43 90
75 47 94
75 48 62
75 52 16
75 53 58
75 56 73
75 58 72
75 59 -1
75 61 11
75 64 46
75 65 91
75 68 21
75 71 81
75 72 22
75 73 94
75 76 70
75 77 89
75 78 11
75 80 28
75 81 49
75 83 49
75 85 31
75 87 12
75 90 52
75 91 19
75 93 76
75 95 49
75 97 14
75 98 55
75 99 17
75 100 66
76 4 95
76 5 67
76 9 20
76 10 40
76 11 46
76 14 64
76 19 69
76 21 87
76 23 91
76 24 48
76 25 21
76 26 25
76 27 97
76 28 38
76 29 12
76 30 48
76 31 57
76 33 68
76 36 40
76 37 53
76 39 85
76 44 43
76 51 43
76 53 25
76 56 68
76 60 69
76 61 57
76 62 -1
76 66 33
76 73 94
76 74 36
76 78 72
76 79 57
76 81 68
76 84 79
76 85 12
76 86 15
76 89 93
76 93 90
76 94 44
76 95 81
76 96 24
76 97 57
77 4 98
77 7 29
77 11 95
77 12 60
77 15 28
77 16 77
77 17 52
77 18 66
77 20 71
77 23 72
77 26 32
77 32 72
77 33 70
77 34 44
77 35 24
77 36 32
77 39 47
77 40 87
77 41 63
77 42 44
77 43 81
77 45 80
77 46 22
77 47 82
77 49 81
77 51 10
77 52 32
77 55 50
77 57 15
77 60 87
77 61 76
77 63 66
77 65 73
77 66 95
77 68 80
77 70 43
77 72 67
77 73 94
77 74 61
77 76 39
77 78 15
77 79 71
77 80 12
77 84 78
77 85 59
77 87 72
77 89 58
77 90 36
77 92 72
77 93 48
77 94 17
77 96 61
77 98 81
77 99 27
77 100 19
78 1 25
78 2 14
78 4 79
78 7 89
78 8 47
78 10 17
78 18 57
78 19 77
78 21 71
78 23 11
78 27 79
78 28 26
78 29 14
78 30 91
78 31 53
78 32 90
78 35 50
78 36 73
78 38 16
78 43 87
78 44 87
78 46 19
78 47 12
78 48 61
78 49 65
78 51 38
78 52 61
78 54 36
78 55 87
78 56 91
78 58 91
78 63 71
78 65 46
78 67 44
78 68 11
78 69 80
78 71 25
78 79 37
78 82 15
78 86 53
78 88 18
78 89 45
78 91 50
78 92 22
78 93 16
78 94 34
78 95 12
78 96 10
78 97 17
78 98 78
78 100 -1
79 1 72
79 4 -1
79 8 30
79 11 72
79 12 23
79 13 76
79 15 44
79 17 97
79 19 90
79 21 10
79 22 15
79 23 27
79 25 68
79 27 67
79 28 78
79 29 26
79 31 51
79 32 68
79 33 72
79 35 10
79 36 47
79 37 36
79 40 45
79 41 67
79 44 61
79 48 96
79 49 38
79 50 82
79 51 24
79 52 86
79 54 50
79 55 67
79 56 72
79 60 23
79 61 70
79 65 73
79 67 34
79 68 74
79 71 47
79 72 12
79 74 45
79 75 55
79 76 69
79 78 100
79 81 95
79 82 64
79 83 15
79 84 91
79 88 14
79 89 46
79 93 38
79 96 22
79 98 16
80 5 28
80 6 96
80 7 35
80 9 98
80 10 13
80 12 89
80 13 30
80 14 42
80 16 36
80 17 48
80 19 83
80 21 83
80 22 98
80 24 34
80 26 47
80 27 57
80 28 55
80 29 90
80 30 36
80 31 61
80 34 37
80 35 76
80 36 58
80 38 29
80 40 35
80 41 20
80 42 74
80 43 81
80 44 93
80 48 57
80 49 18
80 55 75
80 56 33
80 57 31
80 60 50
80 61 57
80 62 78
80 63 70
80 64 63
80 65 53
80 66 22
80 70 10
80 71 58
80 72 21
80 75 61
80 76 98
80 77 50
80 78 95
80 81 21
80 82 48
80 83 15
80 84 72
80 86 18
80 87 84
80 88 55
80 89 10
80 91 30
80 92 22
80 93 99
80 95 40
81 2 88
81 5 33
81 6 98
81 7 27
81 9 -1
81 10 89
81 11 51
81 14 22
81 16 72
81 17 97
81 19 76
81 20 55
81 21 15
81 23 94
81 27 20
81 28 23
81 29 92
81 30 34
81 31 38
81 32 89
81 34 77
81 35 72
81 36 35
81 37 92
81 38 19
81 42 89
81 43 87
81 45 47
81 46 43
81 47 45
81 48 15
81 49 93
81 52 45
81 53 45
81 55 74
81 58 16
81 59 39
81 64 92
81 68 71
81 69 73
81 74 21
81 76 -1
81 80 47
81 82 67
81 83 97
81 85 74
81 86 83
81 90 -1
81 92 35
81 93 77
81 95 34
81 96 64
81 99 64
81 100 49
82 4 80
82 11 23
82 12 33
82 13 39
82 17 100
82 21 27
82 23 99
82 28 15
82 31 75
82 40 61
82 41 71
82 43 75
82 47 29
82 49 75
82 50 82
82 53 80
82 54 26
82 55 31
82 57 95
82 58 25
82 62 55
82 63 88
82 64 16
82 65 66
82 66 11
82 68 39
82 69 43
82 70 75
82 76 97
82 78 20
82 79 60
82 80 12
82 81 100
82 85 46
82 87 52
82 89 30
82 92 54
82 93 42
82 94 85
82 95 87
82 96 78
82 99 76
83 1 24
83 2 70
83 3 28
83 4 75
83 6 48
83 8 100
83 9 20
83 10 80
83 11 92
83 12 80
83 15 10
83 16 60
83 17 82
83 19 39
83 22 41
83 23 70
83 24 51
83 25 37
83 26 59
83 29 74
83 31 17
83 32 99
83 33 13
83 37 64
83 38 85
83 41 49
83 42 100
83 43 72
83 45 70
83 46 26
83 48 24
83 51 14
83 54 19
83 55 62
83 57 92
83 59 54
83 62 59
83 63 16
83 64 91
83 65 50
83 66 16
83 68 92
83 69 70
83 70 26
83 72 23
83 76 54
83 78 23
83 79 49
83 80 23
83 82 50
83 84 32
83 85 43
83 89 70
83 90 85
83 91 85
83 95 73
83 96 85
83 97 17
84 3 -1
84 4 85
84 6 92
84 7 42
84 8 92
84 12 74
84 14 63
84 15 33
84 16 99
84 18 55
84 24 -1
84 26 15
84 27 69
84 29 66
84 30 66
84 31 58
84 33 13
84 35 51
84 39 -1
84 40 19
84 41 77
84 42 42
84 43 49
84 44 87
84 46 68
84 47 33
84 50 59
84 52 12
84 54 80
84 56 55
84 57 100
84 58 10
84 59 -1
84 60 79
84 61 54
84 63 13
84 65 72
84 69 49
84 70 26
84 71 75
84 72 33
84 73 71
84 74 87
84 76 94
84 77 66
84 78 100
84 82 28
84 83 24
84 85 43
84 86 83
84 89 13
84 90 67
84 91 46
84 92 65
84 93 35
84 96 44
84 98 71
84 99 84
84 100 17
85 5 85
85 6 97
85 7 39
85 8 90
85 10 96
85 14 29
85 16 51
85 18 60
85 19 52
85 21 95
85 22 42
85 25 16
85 26 50
85 28 16
85 29 81
85 32 27
85 35 95
85 37 96
85 38 25
85 39 96
85 40 37
85 43 76
85 45 33
85 46 26
85 50 72
85 53 62
85 56 32
85 58 97
85 59 69
85 60 76
85 62 55
85 64 87
85 65 27
85 66 34
85 67 79
85 70 48
85 72 73
85 74 69
85 75 16
85 77 98
85 78 47
85 79 82
85 80 11
85 82 85
85 84 56
85 86 32
85 87 65
85 90 47
85 92 100
85 93 86
85 97 66
85 98 100
85 99 81
85 100 43
86 2 70
86 8 100
86 16 38
86 17 12
86 18 53
86 19 16
86 23 31
86 25 72
86 26 41
86 27 89
86 29 51
86 30 83
86 32 98
86 36 59
86 38 44
86 39 16
86 40 53
86 41 29
86 44 46
86 46 93
86 50 40
86 51 57
86 54 82
86 56 76
86 57 13
86 58 50
86 60 44
86 62 99
86 64 56
86 66 100
86 67 38
86 68 39
86 71 29
86 74 35
86 75 30
86 80 44
86 82 23
86 84 73
86 88 51
86 89 98
86 90 51
86 91 60
86 93 35
86 94 64
86 95 47
86 98 14
86 99 56
87 7 15
87 8 72
87 9 72
87 10 44
87 11 70
87 15 21
87 17 100
87 18 70
87 19 79
87 20 20
87 22 30
87 23 31
87 24 21
87 25 45
87 26 86
87 32 65
87 33 -1
87 36 20
87 39 76
87 41 37
87 44 19
87 46 98
87 50 61
87 52 41
87 54 99
87 57 48
87 59 14
87 60 63
87 61 87
87 63 80
87 64 39
87 65 22
87 69 80
87 74 24
87 75 58
87 78 14
87 82 73
87 84 24
87 86 28
87 88 13
87 91 33
87 92 94
87 94 46
87 96 24
87 98 26
87 100 -1
88 1 100
88 2 94
88 3 46
88 5 19
88 10 25
88 12 51
88 15 16
88 16 -1
88 18 41
88 20 46
88 21 37
88 24 65
88 28 48
88 29 68
88 30 66
88 34 72
88 36 69
88 40 45
88 41 29
88 44 84
88 46 60
88 50 48
88 51 58
88 52 40
88 55 80
88 56 70
88 57 36
88 58 31
88 62 60
88 64 61
88 65 37
88 66 100
88 67 33
88 68 -1
88 69 91
88 70 19
88 71 76
88 75 28
88 81 54
88 83 82
88 84 97
88 87 37
88 89 62
88 91 58
88 92 92
88 96 86
88 99 75
89 1 53
89 2 33
89 3 29
89 6 40
89 8 94
89 9 70
89 12 21
89 13 59
89 14 71
89 15 48
89 17 92
89 18 35
89 21 57
89 22 27
89 24 41
89 25 55
89 26 31
89 27 34
89 28 32
89 29 95
89 32 21
89 33 13
89 37 14
89 40 89
89 42 25
89 46 46
89 47 43
89 49 23
89 50 86
89 51 99
89 52 18
89 54 95
89 55 52
89 57 56
89 58 15
89 60 52
89 64 25
89 65 50
89 70 59
89 71 29
89 76 55
89 81 95
89 84 49
89 85 60
89 87 35
89 88 51
89 91 18
89 93 82
89 95 19
89 97 53
89 99 19
90 1 79
90 4 65
90 5 94
90 8 42
90 10 23
90 11 100
90 12 87
90 15 12
90 18 62
90 20 15
90 22 20
90 24 95
90 25 62
90 28 17
90 30 98
90 32 36
90 35 88
90 36 34
90 40 88
90 41 68
90 42 24
90 44 93
90 46 52
90 49 72
90 50 72
90 51 29
90 52 76
90 55 70
90 56 50
90 57 19
90 58 83
90 59 15
90 61 22
90 62 78
90 63 18
90 67 64
90 69 61
90 70 93
90 71 88
90 73 31
90 76 61
90 78 38
90 79 27
90 80 27
90 82 13
90 86 86
90 91 95
90 92 61
90 93 13
90 94 83
90 95 75
90 98 60
90 99 87
90 100 73
91 1 58
91 3 21
91 4 21
91 7 35
91 9 35
91 14 19
91 15 14
91 16 36
91 17 68
91 18 98
91 19 94
91 20 16
91 23 97
91 24 91
91 25 31
91 27 49
91 36 30
91 39 70
91 40 26
91 41 26
91 42 47
91 44 54
91 46 77
91 47 18
91 52 61
91 53 75
91 55 83
91 56 97
91 57 24
91 58 24
91 60 79
91 62 83
91 64 65
91 67 63
91 69 35
91 70 94
91 72 25
91 73 12
91 74 93
91 75 26
91 77 34
91 78 36
91 79 26
91 82 49
91 84 86
91 88 33
91 90 37
91 93 49
91 96 88
91 97 67
91 98 23
92 1 10
92 2 57
92 4 100
92 10 14
92 11 45
92 12 32
92 15 50
92 18 66
92 20 12
92 21 91
92 22 79
92 24 42
92 26 86
92 28 46
92 29 59
92 30 11
92 32 78
92 33 43
92 34 55
92 37 49
92 38 69
92 39 10
92 40 44
92 41 98
92 42 28
92 43 75
92 45 91
92 46 93
92 48 99
92 52 38
92 54 99
92 55 38
92 57 17
92 58 11
92 62 79
92 63 79
92 65 56
92 66 91
92 72 -1
92 73 84
92 76 71
92 78 36
92 82 87
92 83 62
92 85 90
92 86 89
92 90 86
92 91 47
92 94 60
92 96 13
92 97 95
92 99 44
92 100 55
93 1 48
93 3 85
93 5 93
93 6 70
93 7 80
93 11 97
93 12 47
93 13 95
93 16 99
93 17 50
93 20 89
93 23 91
93 25 62
93 26 48
93 29 31
93 30 58
93 31 94
93 32 17
93 34 28
93 36 53
93 37 51
93 38 82
93 45 80
93 46 90
93 49 89
93 51 26
93 53 11
93 55 73
93 57 23
93 58 30
93 60 92
93 61 12
93 63 100
93 66 91
93 67 15
93 68 54
93 74 44
93 82 56
